region;district;section_num;court_name;address;postal_index;coordinates
Калужская область;;1;Мировой судья судебного участка № 1 Мичуринского района Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Советская, д 113;;
Камчатский край;;;Мировой судья судебного участка Бондарского района Тамбовской области;393230, Тамбовская обл, с Бондари, ул Пароваткина, д 1;;
Камчатский край;;;Мировой судья судебного участка Гавриловского района Тамбовской области;393160, Тамбовская обл, с Гавриловка 2-я, ул Советская, д 27;;
Камчатский край;;;Мировой судья судебного участка Жердевского района и г. Жердевка Тамбовской области;393670, Тамбовская обл, г Жердевка, ул Семашко, д 1А;;
Камчатский край;;;Мировой судья судебного участка Знаменского района Тамбовской области;393400, Тамбовская обл, рп Знаменка, ул Парковая, д 13;;
Камчатский край;;;Мировой судья судебного участка Инжавинского района Тамбовской области;393310, Тамбовская обл, рп Инжавино, ул Ленинская, д 54А;;
Камчатский край;;;Мировой судья судебного участка Мордовского района Тамбовской области;393600, Тамбовская обл, рп Мордово, ул Коммунальная, д 37;;
Камчатский край;;;Мировой судья судебного участка Мучкапского района Тамбовской области;393570, Тамбовская обл, рп Мучкапский, ул Красная, стр 50;;
Камчатский край;;;Мировой судья судебного участка Никифоровского района Тамбовской области;393000, Тамбовская обл, рп Дмитриевка, ул Центральная, д 1;;
Камчатский край;;;Мировой судья судебного участка Первомайского района Тамбовской области;393700, Тамбовская обл, рп Первомайский, ул Советская, д 209А;;
Камчатский край;;;Мировой судья судебного участка Петровского района Тамбовской области;393070, Тамбовская обл, с Петровское, ул Советская, д 78А;;
Камчатский край;;;Мировой судья судебного участка Пичаевского района Тамбовской области;393970, Тамбовская обл, с Пичаево, ул Пролетарская, д 14;;
Камчатский край;;;Мировой судья судебного участка Ржаксинского района Тамбовской области;393520, Тамбовская обл, рп Ржакса, ул Советская, д 78;;
Камчатский край;;;Мировой судья судебного участка Сампурского района Тамбовской области;393430, Тамбовская обл, п Сатинка, ул Садовая, д 14А;;
Камчатский край;;;Мировой судья судебного участка Староюрьевского района Тамбовской области;393800, Тамбовская обл, с Староюрьево, ул Советская, д 88;;
Камчатский край;;;Мировой судья судебного участка Токаревского района Тамбовской области;393550, Тамбовская обл, рп Токарёвка, ул Маяковского, д 1А;;
Камчатский край;;;Мировой судья судебного участка Уметского района Тамбовской области;393130, Тамбовская обл, рп Умет, ул Мира, д 12А;;
Камчатский край;;1;Мировой судья судебного участка № 1 г. Котовска Тамбовской области;393190, Тамбовская обл, г Котовск, ул Свободы, д 25;;
Камчатский край;;1;Мировой судья судебного участка № 1 г. Мичуринска Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Лесхозная, зд 8А;;
Камчатский край;;1;Мировой судья судебного участка № 1 Кирсановского района и г. Кирсанова Тамбовской области;393360, Тамбовская обл, г Кирсанов, ул 50 лет Победы, д 18А;;
Камчатский край;;1;Мировой судья судебного участка № 1 Мичуринского района Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Советская, д 113;;
Кемеровская область;;;Мировой судья судебного участка Бондарского района Тамбовской области;393230, Тамбовская обл, с Бондари, ул Пароваткина, д 1;;
Кемеровская область;;;Мировой судья судебного участка Гавриловского района Тамбовской области;393160, Тамбовская обл, с Гавриловка 2-я, ул Советская, д 27;;
Кемеровская область;;;Мировой судья судебного участка Жердевского района и г. Жердевка Тамбовской области;393670, Тамбовская обл, г Жердевка, ул Семашко, д 1А;;
Кемеровская область;;;Мировой судья судебного участка Знаменского района Тамбовской области;393400, Тамбовская обл, рп Знаменка, ул Парковая, д 13;;
Кемеровская область;;;Мировой судья судебного участка Инжавинского района Тамбовской области;393310, Тамбовская обл, рп Инжавино, ул Ленинская, д 54А;;
Кемеровская область;;;Мировой судья судебного участка Мордовского района Тамбовской области;393600, Тамбовская обл, рп Мордово, ул Коммунальная, д 37;;
Кемеровская область;;;Мировой судья судебного участка Мучкапского района Тамбовской области;393570, Тамбовская обл, рп Мучкапский, ул Красная, стр 50;;
Кемеровская область;;;Мировой судья судебного участка Никифоровского района Тамбовской области;393000, Тамбовская обл, рп Дмитриевка, ул Центральная, д 1;;
Кемеровская область;;;Мировой судья судебного участка Первомайского района Тамбовской области;393700, Тамбовская обл, рп Первомайский, ул Советская, д 209А;;
Кемеровская область;;;Мировой судья судебного участка Петровского района Тамбовской области;393070, Тамбовская обл, с Петровское, ул Советская, д 78А;;
Кемеровская область;;;Мировой судья судебного участка Пичаевского района Тамбовской области;393970, Тамбовская обл, с Пичаево, ул Пролетарская, д 14;;
Кемеровская область;;;Мировой судья судебного участка Ржаксинского района Тамбовской области;393520, Тамбовская обл, рп Ржакса, ул Советская, д 78;;
Кемеровская область;;;Мировой судья судебного участка Сампурского района Тамбовской области;393430, Тамбовская обл, п Сатинка, ул Садовая, д 14А;;
Кемеровская область;;;Мировой судья судебного участка Староюрьевского района Тамбовской области;393800, Тамбовская обл, с Староюрьево, ул Советская, д 88;;
Кемеровская область;;;Мировой судья судебного участка Токаревского района Тамбовской области;393550, Тамбовская обл, рп Токарёвка, ул Маяковского, д 1А;;
Кемеровская область;;;Мировой судья судебного участка Уметского района Тамбовской области;393130, Тамбовская обл, рп Умет, ул Мира, д 12А;;
Кемеровская область;;1;Мировой судья судебного участка № 1 г. Котовска Тамбовской области;393190, Тамбовская обл, г Котовск, ул Свободы, д 25;;
Кемеровская область;;1;Мировой судья судебного участка № 1 г. Мичуринска Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Лесхозная, зд 8А;;
Кемеровская область;;1;Мировой судья судебного участка № 1 Кирсановского района и г. Кирсанова Тамбовской области;393360, Тамбовская обл, г Кирсанов, ул 50 лет Победы, д 18А;;
Кемеровская область;;1;Мировой судья судебного участка № 1 Мичуринского района Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Советская, д 113;;
Кировская область;;;Мировой судья судебного участка Бондарского района Тамбовской области;393230, Тамбовская обл, с Бондари, ул Пароваткина, д 1;;
Кировская область;;;Мировой судья судебного участка Гавриловского района Тамбовской области;393160, Тамбовская обл, с Гавриловка 2-я, ул Советская, д 27;;
Кировская область;;;Мировой судья судебного участка Жердевского района и г. Жердевка Тамбовской области;393670, Тамбовская обл, г Жердевка, ул Семашко, д 1А;;
Кировская область;;;Мировой судья судебного участка Знаменского района Тамбовской области;393400, Тамбовская обл, рп Знаменка, ул Парковая, д 13;;
Кировская область;;;Мировой судья судебного участка Инжавинского района Тамбовской области;393310, Тамбовская обл, рп Инжавино, ул Ленинская, д 54А;;
Кировская область;;;Мировой судья судебного участка Мордовского района Тамбовской области;393600, Тамбовская обл, рп Мордово, ул Коммунальная, д 37;;
Кировская область;;;Мировой судья судебного участка Мучкапского района Тамбовской области;393570, Тамбовская обл, рп Мучкапский, ул Красная, стр 50;;
Кировская область;;;Мировой судья судебного участка Никифоровского района Тамбовской области;393000, Тамбовская обл, рп Дмитриевка, ул Центральная, д 1;;
Кировская область;;;Мировой судья судебного участка Первомайского района Тамбовской области;393700, Тамбовская обл, рп Первомайский, ул Советская, д 209А;;
Кировская область;;;Мировой судья судебного участка Петровского района Тамбовской области;393070, Тамбовская обл, с Петровское, ул Советская, д 78А;;
Кировская область;;;Мировой судья судебного участка Пичаевского района Тамбовской области;393970, Тамбовская обл, с Пичаево, ул Пролетарская, д 14;;
Кировская область;;;Мировой судья судебного участка Ржаксинского района Тамбовской области;393520, Тамбовская обл, рп Ржакса, ул Советская, д 78;;
Кировская область;;;Мировой судья судебного участка Сампурского района Тамбовской области;393430, Тамбовская обл, п Сатинка, ул Садовая, д 14А;;
Кировская область;;;Мировой судья судебного участка Староюрьевского района Тамбовской области;393800, Тамбовская обл, с Староюрьево, ул Советская, д 88;;
Кировская область;;;Мировой судья судебного участка Токаревского района Тамбовской области;393550, Тамбовская обл, рп Токарёвка, ул Маяковского, д 1А;;
Кировская область;;;Мировой судья судебного участка Уметского района Тамбовской области;393130, Тамбовская обл, рп Умет, ул Мира, д 12А;;
Кировская область;;1;Мировой судья судебного участка № 1 г. Котовска Тамбовской области;393190, Тамбовская обл, г Котовск, ул Свободы, д 25;;
Кировская область;;1;Мировой судья судебного участка № 1 г. Мичуринска Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Лесхозная, зд 8А;;
Кировская область;;1;Мировой судья судебного участка № 1 Кирсановского района и г. Кирсанова Тамбовской области;393360, Тамбовская обл, г Кирсанов, ул 50 лет Победы, д 18А;;
Кировская область;;1;Мировой судья судебного участка № 1 Мичуринского района Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Советская, д 113;;
Костромская область;;;Мировой судья судебного участка Бондарского района Тамбовской области;393230, Тамбовская обл, с Бондари, ул Пароваткина, д 1;;
Костромская область;;;Мировой судья судебного участка Гавриловского района Тамбовской области;393160, Тамбовская обл, с Гавриловка 2-я, ул Советская, д 27;;
Костромская область;;;Мировой судья судебного участка Жердевского района и г. Жердевка Тамбовской области;393670, Тамбовская обл, г Жердевка, ул Семашко, д 1А;;
Костромская область;;;Мировой судья судебного участка Знаменского района Тамбовской области;393400, Тамбовская обл, рп Знаменка, ул Парковая, д 13;;
Костромская область;;;Мировой судья судебного участка Инжавинского района Тамбовской области;393310, Тамбовская обл, рп Инжавино, ул Ленинская, д 54А;;
Костромская область;;;Мировой судья судебного участка Мордовского района Тамбовской области;393600, Тамбовская обл, рп Мордово, ул Коммунальная, д 37;;
Костромская область;;;Мировой судья судебного участка Мучкапского района Тамбовской области;393570, Тамбовская обл, рп Мучкапский, ул Красная, стр 50;;
Костромская область;;;Мировой судья судебного участка Никифоровского района Тамбовской области;393000, Тамбовская обл, рп Дмитриевка, ул Центральная, д 1;;
Костромская область;;;Мировой судья судебного участка Первомайского района Тамбовской области;393700, Тамбовская обл, рп Первомайский, ул Советская, д 209А;;
Костромская область;;;Мировой судья судебного участка Петровского района Тамбовской области;393070, Тамбовская обл, с Петровское, ул Советская, д 78А;;
Костромская область;;;Мировой судья судебного участка Пичаевского района Тамбовской области;393970, Тамбовская обл, с Пичаево, ул Пролетарская, д 14;;
Костромская область;;;Мировой судья судебного участка Ржаксинского района Тамбовской области;393520, Тамбовская обл, рп Ржакса, ул Советская, д 78;;
Костромская область;;;Мировой судья судебного участка Сампурского района Тамбовской области;393430, Тамбовская обл, п Сатинка, ул Садовая, д 14А;;
Костромская область;;;Мировой судья судебного участка Староюрьевского района Тамбовской области;393800, Тамбовская обл, с Староюрьево, ул Советская, д 88;;
Костромская область;;;Мировой судья судебного участка Токаревского района Тамбовской области;393550, Тамбовская обл, рп Токарёвка, ул Маяковского, д 1А;;
Костромская область;;;Мировой судья судебного участка Уметского района Тамбовской области;393130, Тамбовская обл, рп Умет, ул Мира, д 12А;;
Костромская область;;1;Мировой судья судебного участка № 1 г. Котовска Тамбовской области;393190, Тамбовская обл, г Котовск, ул Свободы, д 25;;
Костромская область;;1;Мировой судья судебного участка № 1 г. Мичуринска Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Лесхозная, зд 8А;;
Костромская область;;1;Мировой судья судебного участка № 1 Кирсановского района и г. Кирсанова Тамбовской области;393360, Тамбовская обл, г Кирсанов, ул 50 лет Победы, д 18А;;
Костромская область;;1;Мировой судья судебного участка № 1 Мичуринского района Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Советская, д 113;;
Курганская область;;;Мировой судья судебного участка Бондарского района Тамбовской области;393230, Тамбовская обл, с Бондари, ул Пароваткина, д 1;;
Курганская область;;;Мировой судья судебного участка Гавриловского района Тамбовской области;393160, Тамбовская обл, с Гавриловка 2-я, ул Советская, д 27;;
Курганская область;;;Мировой судья судебного участка Жердевского района и г. Жердевка Тамбовской области;393670, Тамбовская обл, г Жердевка, ул Семашко, д 1А;;
Курганская область;;;Мировой судья судебного участка Знаменского района Тамбовской области;393400, Тамбовская обл, рп Знаменка, ул Парковая, д 13;;
Курганская область;;;Мировой судья судебного участка Инжавинского района Тамбовской области;393310, Тамбовская обл, рп Инжавино, ул Ленинская, д 54А;;
Курганская область;;;Мировой судья судебного участка Мордовского района Тамбовской области;393600, Тамбовская обл, рп Мордово, ул Коммунальная, д 37;;
Курганская область;;;Мировой судья судебного участка Мучкапского района Тамбовской области;393570, Тамбовская обл, рп Мучкапский, ул Красная, стр 50;;
Курганская область;;;Мировой судья судебного участка Никифоровского района Тамбовской области;393000, Тамбовская обл, рп Дмитриевка, ул Центральная, д 1;;
Курганская область;;;Мировой судья судебного участка Первомайского района Тамбовской области;393700, Тамбовская обл, рп Первомайский, ул Советская, д 209А;;
Курганская область;;;Мировой судья судебного участка Петровского района Тамбовской области;393070, Тамбовская обл, с Петровское, ул Советская, д 78А;;
Курганская область;;;Мировой судья судебного участка Пичаевского района Тамбовской области;393970, Тамбовская обл, с Пичаево, ул Пролетарская, д 14;;
Курганская область;;;Мировой судья судебного участка Ржаксинского района Тамбовской области;393520, Тамбовская обл, рп Ржакса, ул Советская, д 78;;
Курганская область;;;Мировой судья судебного участка Сампурского района Тамбовской области;393430, Тамбовская обл, п Сатинка, ул Садовая, д 14А;;
Курганская область;;;Мировой судья судебного участка Староюрьевского района Тамбовской области;393800, Тамбовская обл, с Староюрьево, ул Советская, д 88;;
Курганская область;;;Мировой судья судебного участка Токаревского района Тамбовской области;393550, Тамбовская обл, рп Токарёвка, ул Маяковского, д 1А;;
Курганская область;;;Мировой судья судебного участка Уметского района Тамбовской области;393130, Тамбовская обл, рп Умет, ул Мира, д 12А;;
Курганская область;;1;Мировой судья судебного участка № 1 г. Котовска Тамбовской области;393190, Тамбовская обл, г Котовск, ул Свободы, д 25;;
Курганская область;;1;Мировой судья судебного участка № 1 г. Мичуринска Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Лесхозная, зд 8А;;
Курганская область;;1;Мировой судья судебного участка № 1 Кирсановского района и г. Кирсанова Тамбовской области;393360, Тамбовская обл, г Кирсанов, ул 50 лет Победы, д 18А;;
Курганская область;;1;Мировой судья судебного участка № 1 Мичуринского района Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Советская, д 113;;
Курская область;;;Мировой судья судебного участка Бондарского района Тамбовской области;393230, Тамбовская обл, с Бондари, ул Пароваткина, д 1;;
Курская область;;;Мировой судья судебного участка Гавриловского района Тамбовской области;393160, Тамбовская обл, с Гавриловка 2-я, ул Советская, д 27;;
Курская область;;;Мировой судья судебного участка Жердевского района и г. Жердевка Тамбовской области;393670, Тамбовская обл, г Жердевка, ул Семашко, д 1А;;
Курская область;;;Мировой судья судебного участка Знаменского района Тамбовской области;393400, Тамбовская обл, рп Знаменка, ул Парковая, д 13;;
Курская область;;;Мировой судья судебного участка Инжавинского района Тамбовской области;393310, Тамбовская обл, рп Инжавино, ул Ленинская, д 54А;;
Курская область;;;Мировой судья судебного участка Мордовского района Тамбовской области;393600, Тамбовская обл, рп Мордово, ул Коммунальная, д 37;;
Курская область;;;Мировой судья судебного участка Мучкапского района Тамбовской области;393570, Тамбовская обл, рп Мучкапский, ул Красная, стр 50;;
Курская область;;;Мировой судья судебного участка Никифоровского района Тамбовской области;393000, Тамбовская обл, рп Дмитриевка, ул Центральная, д 1;;
Курская область;;;Мировой судья судебного участка Первомайского района Тамбовской области;393700, Тамбовская обл, рп Первомайский, ул Советская, д 209А;;
Курская область;;;Мировой судья судебного участка Петровского района Тамбовской области;393070, Тамбовская обл, с Петровское, ул Советская, д 78А;;
Курская область;;;Мировой судья судебного участка Пичаевского района Тамбовской области;393970, Тамбовская обл, с Пичаево, ул Пролетарская, д 14;;
Курская область;;;Мировой судья судебного участка Ржаксинского района Тамбовской области;393520, Тамбовская обл, рп Ржакса, ул Советская, д 78;;
Курская область;;;Мировой судья судебного участка Сампурского района Тамбовской области;393430, Тамбовская обл, п Сатинка, ул Садовая, д 14А;;
Курская область;;;Мировой судья судебного участка Староюрьевского района Тамбовской области;393800, Тамбовская обл, с Староюрьево, ул Советская, д 88;;
Курская область;;;Мировой судья судебного участка Токаревского района Тамбовской области;393550, Тамбовская обл, рп Токарёвка, ул Маяковского, д 1А;;
Курская область;;;Мировой судья судебного участка Уметского района Тамбовской области;393130, Тамбовская обл, рп Умет, ул Мира, д 12А;;
Курская область;;1;Мировой судья судебного участка № 1 г. Котовска Тамбовской области;393190, Тамбовская обл, г Котовск, ул Свободы, д 25;;
Курская область;;1;Мировой судья судебного участка № 1 г. Мичуринска Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Лесхозная, зд 8А;;
Курская область;;1;Мировой судья судебного участка № 1 Кирсановского района и г. Кирсанова Тамбовской области;393360, Тамбовская обл, г Кирсанов, ул 50 лет Победы, д 18А;;
Курская область;;1;Мировой судья судебного участка № 1 Мичуринского района Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Советская, д 113;;
Ленинградская область;;;Мировой судья судебного участка Бондарского района Тамбовской области;393230, Тамбовская обл, с Бондари, ул Пароваткина, д 1;;
Ленинградская область;;;Мировой судья судебного участка Гавриловского района Тамбовской области;393160, Тамбовская обл, с Гавриловка 2-я, ул Советская, д 27;;
Ленинградская область;;;Мировой судья судебного участка Жердевского района и г. Жердевка Тамбовской области;393670, Тамбовская обл, г Жердевка, ул Семашко, д 1А;;
Ленинградская область;;;Мировой судья судебного участка Знаменского района Тамбовской области;393400, Тамбовская обл, рп Знаменка, ул Парковая, д 13;;
Ленинградская область;;;Мировой судья судебного участка Инжавинского района Тамбовской области;393310, Тамбовская обл, рп Инжавино, ул Ленинская, д 54А;;
Ленинградская область;;;Мировой судья судебного участка Мордовского района Тамбовской области;393600, Тамбовская обл, рп Мордово, ул Коммунальная, д 37;;
Ленинградская область;;;Мировой судья судебного участка Мучкапского района Тамбовской области;393570, Тамбовская обл, рп Мучкапский, ул Красная, стр 50;;
Ленинградская область;;;Мировой судья судебного участка Никифоровского района Тамбовской области;393000, Тамбовская обл, рп Дмитриевка, ул Центральная, д 1;;
Ленинградская область;;;Мировой судья судебного участка Первомайского района Тамбовской области;393700, Тамбовская обл, рп Первомайский, ул Советская, д 209А;;
Ленинградская область;;;Мировой судья судебного участка Петровского района Тамбовской области;393070, Тамбовская обл, с Петровское, ул Советская, д 78А;;
Ленинградская область;;;Мировой судья судебного участка Пичаевского района Тамбовской области;393970, Тамбовская обл, с Пичаево, ул Пролетарская, д 14;;
Ленинградская область;;;Мировой судья судебного участка Ржаксинского района Тамбовской области;393520, Тамбовская обл, рп Ржакса, ул Советская, д 78;;
Ленинградская область;;;Мировой судья судебного участка Сампурского района Тамбовской области;393430, Тамбовская обл, п Сатинка, ул Садовая, д 14А;;
Ленинградская область;;;Мировой судья судебного участка Староюрьевского района Тамбовской области;393800, Тамбовская обл, с Староюрьево, ул Советская, д 88;;
Ленинградская область;;;Мировой судья судебного участка Токаревского района Тамбовской области;393550, Тамбовская обл, рп Токарёвка, ул Маяковского, д 1А;;
Ленинградская область;;;Мировой судья судебного участка Уметского района Тамбовской области;393130, Тамбовская обл, рп Умет, ул Мира, д 12А;;
Ленинградская область;;1;Мировой судья судебного участка № 1 г. Котовска Тамбовской области;393190, Тамбовская обл, г Котовск, ул Свободы, д 25;;
Ленинградская область;;1;Мировой судья судебного участка № 1 г. Мичуринска Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Лесхозная, зд 8А;;
Ленинградская область;;1;Мировой судья судебного участка № 1 Кирсановского района и г. Кирсанова Тамбовской области;393360, Тамбовская обл, г Кирсанов, ул 50 лет Победы, д 18А;;
Ленинградская область;;1;Мировой судья судебного участка № 1 Мичуринского района Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Советская, д 113;;
Липецкая область;;;Мировой судья судебного участка Бондарского района Тамбовской области;393230, Тамбовская обл, с Бондари, ул Пароваткина, д 1;;
Липецкая область;;;Мировой судья судебного участка Гавриловского района Тамбовской области;393160, Тамбовская обл, с Гавриловка 2-я, ул Советская, д 27;;
Липецкая область;;;Мировой судья судебного участка Жердевского района и г. Жердевка Тамбовской области;393670, Тамбовская обл, г Жердевка, ул Семашко, д 1А;;
Липецкая область;;;Мировой судья судебного участка Знаменского района Тамбовской области;393400, Тамбовская обл, рп Знаменка, ул Парковая, д 13;;
Липецкая область;;;Мировой судья судебного участка Инжавинского района Тамбовской области;393310, Тамбовская обл, рп Инжавино, ул Ленинская, д 54А;;
Липецкая область;;;Мировой судья судебного участка Мордовского района Тамбовской области;393600, Тамбовская обл, рп Мордово, ул Коммунальная, д 37;;
Липецкая область;;;Мировой судья судебного участка Мучкапского района Тамбовской области;393570, Тамбовская обл, рп Мучкапский, ул Красная, стр 50;;
Липецкая область;;;Мировой судья судебного участка Никифоровского района Тамбовской области;393000, Тамбовская обл, рп Дмитриевка, ул Центральная, д 1;;
Липецкая область;;;Мировой судья судебного участка Первомайского района Тамбовской области;393700, Тамбовская обл, рп Первомайский, ул Советская, д 209А;;
Липецкая область;;;Мировой судья судебного участка Петровского района Тамбовской области;393070, Тамбовская обл, с Петровское, ул Советская, д 78А;;
Липецкая область;;;Мировой судья судебного участка Пичаевского района Тамбовской области;393970, Тамбовская обл, с Пичаево, ул Пролетарская, д 14;;
Липецкая область;;;Мировой судья судебного участка Ржаксинского района Тамбовской области;393520, Тамбовская обл, рп Ржакса, ул Советская, д 78;;
Липецкая область;;;Мировой судья судебного участка Сампурского района Тамбовской области;393430, Тамбовская обл, п Сатинка, ул Садовая, д 14А;;
Липецкая область;;;Мировой судья судебного участка Староюрьевского района Тамбовской области;393800, Тамбовская обл, с Староюрьево, ул Советская, д 88;;
Липецкая область;;;Мировой судья судебного участка Токаревского района Тамбовской области;393550, Тамбовская обл, рп Токарёвка, ул Маяковского, д 1А;;
Липецкая область;;;Мировой судья судебного участка Уметского района Тамбовской области;393130, Тамбовская обл, рп Умет, ул Мира, д 12А;;
Липецкая область;;1;Мировой судья судебного участка № 1 г. Котовска Тамбовской области;393190, Тамбовская обл, г Котовск, ул Свободы, д 25;;
Липецкая область;;1;Мировой судья судебного участка № 1 г. Мичуринска Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Лесхозная, зд 8А;;
Липецкая область;;1;Мировой судья судебного участка № 1 Кирсановского района и г. Кирсанова Тамбовской области;393360, Тамбовская обл, г Кирсанов, ул 50 лет Победы, д 18А;;
Липецкая область;;1;Мировой судья судебного участка № 1 Мичуринского района Тамбовской области;393749, Тамбовская обл, Мичуринский р-н, с Заворонежское, ул Советская, д 113;;
Магаданская область;;;Мировой судья судебного участка Бондарского района Тамбовской области;393230, Тамбовская обл, с Бондари, ул Пароваткина, д 1;;
Магаданская область;;;Мировой судья судебного участка Гавриловского района Тамбовской области;393160, Тамбовская обл, с Гавриловка 2-я, ул Советская, д 27;;
Магаданская область;;;Мировой судья судебного участка Жердевского района и г. Жердевка Тамбовской области;393670, Тамбовская обл, г Жердевка, ул Семашко, д 1А;;
Магаданская область;;;Мировой судья судебного участка Знаменского района Тамбовской области;393400, Тамбовская обл, рп Знаменка, ул Парковая, д 13;;
Магаданская область;;;Мировой судья судебного участка Инжавинского района Тамбовской области;393310, Тамбовская обл, рп Инжавино, ул Ленинская, д 54А;;
